run_num,max_feat,min_df,max_df,ngram_range,n_components,random_state,top_terms,coherence_type,num_features,coherence,perplexity,cohe_folds,perp_folds
3,10000,25,0.9,"(1, 1)",6,,10,u_mass,8818,-1.2440936792464858,1482.24467262158,"[(-1.2939134199560203, [-2.100858650614365, -1.2982618193440125, -1.51661967860179, -1.0272531952153277, -1.251283757418216, -0.5692034185424099]), (-1.1787397685793357, [-0.6269864787875343, -1.0504750199984387, -1.125962547246624, -1.2409670842383382, -1.725668897113121, -1.3023785840919584]), (-1.2853452534544803, [-1.3087373843331227, -1.0752694696237894, -0.8655098270590723, -1.1307961881155066, -1.0330957934859586, -2.298662858109433]), (-1.3083695522490741, [-2.1725356834069083, -1.4834274842711848, -1.4310550685425625, -0.5692034185424099, -1.0521624128470692, -1.14183324588431]), (-1.1541004019935188, [-1.039625971079656, -0.5692034185424099, -1.268093462352075, -1.3857561282308954, -1.2684733094864864, -1.3934501222695899])]","[1410.2733332440187, 1418.3230734357796, 1477.3393668435194, 1470.7999458271906, 1634.4876437573923]"
3,10000,25,0.9,"(1, 1)",7,,10,u_mass,8818,-1.3091476115900451,1473.185605839338,"[(-1.264279204904817, [-2.307885338629059, -1.0120896371036314, -1.1011239801465438, -1.3713597750423938, -0.5222711107673493, -1.017357790306406, -1.5178668023383364]), (-1.3728555817073362, [-1.3191330617440742, -1.0203452292934625, -1.093303984187761, -1.7627550560624694, -1.1260696844831308, -1.8203142380113342, -1.4680678181691222]), (-1.2486259450940047, [-1.3285483103121452, -0.9250160693023071, -1.5385472220789003, -1.3906295326708098, -0.8237053172041439, -1.1240526040298904, -1.6098825600598357]), (-1.3576694066986381, [-1.9876672423054143, -1.9099823507146307, -1.0986154550123342, -0.9901409012629112, -1.0245198834255198, -1.2851545919345708, -1.207605422235085]), (-1.302307919545431, [-1.6837417454102788, -1.0640867640390426, -1.4449618352648734, -1.1512747270526318, -1.2081315301534563, -1.4764497111565167, -1.0875091237412182])]","[1402.198435690982, 1420.1859106179938, 1455.4064934268526, 1481.7497520203374, 1606.3874374405245]"
3,10000,25,0.9,"(1, 1)",9,,10,u_mass,8818,-1.3472576826784777,1465.1777602784366,"[(-1.2611901433901975, [-0.5692034185424099, -1.5548030654995326, -1.6077282223396039, -0.998098461287516, -1.1701865676831862, -1.6411720467084552, -1.1098676914630272, -1.4234304591223077, -1.276221357865738]), (-1.3669600520302838, [-1.28656764194857, -1.0616095558226364, -1.4588182319864844, -0.568864935478186, -1.9447019498500775, -1.7329702407899878, -1.188394912478353, -1.4663102602901843, -1.5944027396280744]), (-1.5142445806184353, [-2.8974421295652872, -0.9678348526878693, -2.040227801885684, -1.9463258899655522, -0.5692034185424099, -1.593405743619668, -1.594196123757414, -1.0190056458487502, -1.0005596196932807]), (-1.3261168793015523, [-2.329890427674518, -1.3676739079768394, -0.5692034185424099, -1.0602922326608701, -1.3433051163259018, -1.0347386699943288, -1.5151316688819292, -1.2326293398860837, -1.4821871317710889]), (-1.26777675805192, [-1.3277876730639013, -1.4868554865636971, -1.168369574943075, -1.438962295375164, -1.407894355602486, -0.5692034185424099, -1.3129108794773017, -1.5591194708597091, -1.138887668039535])]","[1398.3253012799523, 1429.2095769504313, 1445.2308670414807, 1447.9648713058311, 1605.1581848144879]"
4,10000,25,0.9,"(1, 1)",11,,10,u_mass,8818,-1.4260685492367258,1478.3555379668644,"[(-1.4078976658075002, [-1.8042282089361028, -2.8552863233031696, -1.1392924559555375, -1.52250763995956, -0.5692034185424099, -1.6930928499254558, -1.061103461920526, -1.0197018616457796, -1.1921089848025197, -1.5569679145984123, -1.0733812042930262]), (-1.4467843369446642, [-1.486779114915248, -1.12531096901182, -1.7934364985270375, -1.6380154193185872, -1.4795609360847395, -1.3099168478386751, -1.2786330605294502, -0.5692034185424099, -1.783672360032112, -1.3363958237251952, -2.113703257866032]), (-1.3383488690996157, [-1.5396775591233929, -1.7496307358645198, -1.4758450791341915, -1.2804628751398641, -1.4003570855082317, -1.973690903785786, -1.506363825762088, -1.0874340091360912, -0.49943439985623506, -1.2396056789137693, -0.9693354078716063]), (-1.4584415675282982, [-2.008947042669506, -1.7874254257593447, -2.3660376582134672, -0.968719924318926, -1.1892575222640969, -0.5692034185424099, -1.2718716729780992, -1.4574238072100247, -1.9111536752658598, -1.3429295660029479, -1.169887529586597]), (-1.47887030680355, [-1.0313388895170625, -1.2167586293072463, -0.5692034185424099, -1.2098389491094785, -2.0509570015514815, -1.9625116943070595, -1.738195576356752, -1.5768581034504174, -2.049648268056212, -1.8294088422892694, -1.0328540023516584])]","[1426.7879733673833, 1434.887824794907, 1466.7536264438452, 1474.9600368081037, 1588.3882284200824]"
4,10000,25,0.9,"(1, 1)",13,,10,u_mass,8818,-1.4798478571671412,1491.478153693654,"[(-1.5940945233435342, [-1.959980691379895, -2.319734540929033, -1.3931667595590247, -1.0940247817766164, -1.162608169661988, -1.8292701995589429, -1.5129383170465562, -2.4359849885376534, -1.5204481794529674, -1.13736171704769, -0.5692034185424099, -1.0265433979117724, -2.761963642061393]), (-1.4629675259797992, [-1.2078464337976254, -1.1559780552752026, -1.9777874931199013, -1.9623313298153862, -1.3079319839633636, -0.5692034185424099, -2.182461683788049, -1.4470612359191515, -1.0627531162200208, -1.5713901235717174, -2.070832533188599, -0.9948335805829958, -1.5081668499529668]), (-1.4635506541620051, [-1.4152291760102256, -1.1136885517643162, -1.1799077972688259, -1.4955231013644312, -0.9378683762283456, -1.1951018381378529, -1.6941969049720027, -1.5949869240162826, -2.2298870820037666, -0.5875468542087476, -2.6505946391964113, -1.593405743619668, -1.338221515315189]), (-1.4287688492081168, [-1.1476018216021318, -1.3538308828231018, -1.4992189456371967, -1.7332132197341004, -1.3625170992537714, -1.2426510727248554, -1.6206535756805853, -1.0248132139955195, -1.431074881107798, -2.394987426699142, -1.0968051236825647, -1.8011228395616665, -0.8655049372030857]), (-1.4498577331422509, [-2.1555036466181132, -1.5943996938149165, -1.672830257376471, -0.5686689367303316, -1.1247401131225085, -1.745489142720344, -1.6524105840138317, -1.2093399420439126, -1.646380651107643, -1.0469612762114406, -1.7348464156361005, -1.0599234020857706, -1.6366564693678758])]","[1440.3140066479323, 1448.8986197484314, 1474.1827487876071, 1493.9791297071013, 1600.0162635771965]"
5,10000,25,0.9,"(1, 2)",4,,10,u_mass,10000,-1.050430106491612,2103.7275337977785,"[(-1.0391821176514395, [-1.646679446023103, -0.9255479400341996, -0.5403528775036347, -1.0441482070448211]), (-1.304399141292811, [-1.5155863636584943, -1.0451241328594953, -1.1065202883955083, -1.5503657802577464]), (-1.2108912903321856, [-1.3967728228339917, -1.4472314498476697, -0.9524228176874528, -1.0471380709596287]), (-0.8251341495407832, [-1.0228828182557295, -0.14320357830505476, -1.359204240012028, -0.7752459615903206]), (-0.87254383364084, [-0.3233979268871517, -1.0432499493604215, -1.1979795182815873, -0.9255479400341996])]","[2096.4966468691937, 2032.5507206959644, 2074.799349534501, 2109.3453134872843, 2205.4456384019513]"
5,10000,25,0.9,"(1, 2)",6,,10,u_mass,10000,-1.0845354622210663,2048.527070760022,"[(-0.971993963923734, [-0.8140977698945425, -0.3233979268871517, -1.0576813295769016, -1.187418721713509, -1.277745321631873, -1.171622713838426]), (-1.1572611708475984, [-0.3050544912208139, -2.05624512208255, -1.0572778958049247, -1.1467670620286203, -1.5641246840541392, -0.8140977698945425]), (-1.0613771634420126, [-1.0727292466963676, -0.3233979268871517, -1.3666277333074655, -1.6102194961114082, -1.136949412314776, -0.858339165334907]), (-0.9589191335614036, [-0.734883396257761, -1.4055112411068635, -1.1485896667758932, -0.98758464470046, -0.3543685290817942, -1.1225773234456484]), (-1.273125879330584, [-0.980410866550956, -1.2402416243197987, -1.0725704586582607, -1.5246361701627718, -1.7821556463731232, -1.0387405099185933])]","[1990.5583623212665, 2016.3623644603804, 2037.0376164206386, 2015.1756093934762, 2183.501401204347]"
5,10000,25,0.9,"(1, 2)",8,,10,u_mass,10000,-1.1952366763052562,2027.9776497916923,"[(-1.0964963038761097, [-1.524741566720634, -1.2983243065425956, -0.3233979268871517, -0.8140977698945425, -1.4245027387061775, -1.1224446541027442, -1.3089019875651886, -0.9555594805898445]), (-1.2110840355833528, [-1.2893683104101687, -1.4064763715529958, -1.0278937678163793, -1.104048635927963, -1.5471885879149498, -1.5876342449001362, -1.3716938370624365, -0.3543685290817942]), (-1.2932745246151698, [-2.2275528625212244, -1.1688956220279527, -1.4516691396864672, -0.8140977698945425, -0.3543685290817942, -1.310807821190923, -1.115749722613449, -1.9030547299050047]), (-1.221035423718915, [-1.3572955221365797, -1.9650175261090472, -1.0929874437381446, -1.090335123289052, -0.3233979268871517, -1.6983216101159102, -0.7752459615903206, -1.4656822758851136]), (-1.154293093732735, [-0.9455209931594862, -0.3050544912208139, -1.5348443304403914, -1.5595400372463095, -0.9606556605758362, -1.162122042907321, -0.858339165334907, -1.9082680289768148])]","[1966.7154051411824, 2059.875452538132, 2013.6192116732589, 2003.479428837665, 2096.1987507682234]"
5,10000,25,0.9,"(1, 2)",10,,10,u_mass,10000,-1.289642679604596,2023.5485691641995,"[(-1.2558994031277366, [-0.8140977698945425, -1.054531490295392, -1.4224109659858082, -1.2086504950574632, -0.3050544912208139, -1.1603962923652165, -1.4743543502386192, -1.5634583582369967, -1.2616786542123657, -2.2943611637701484]), (-1.2707840805070516, [-1.3166890924987005, -1.370436011860824, -1.841746639774365, -1.5713100750693756, -1.541291649760849, -0.3543685290817942, -0.8140977698945425, -1.4008055103455768, -1.263504406904068, -1.2335911198804204]), (-1.4682681072434234, [-1.1413708307803747, -1.5430922426430076, -0.9045449273123112, -2.28725481199376, -0.6918068084463651, -2.6187801615890782, -1.9603245104969855, -2.1399800523234283, -0.3050544912208139, -1.0904722356281087]), (-1.252896738963292, [-1.3859602591054372, -1.493467067470951, -1.463913891619601, -1.233467393045222, -1.8828825601903418, -0.3050544912208139, -0.6109539928823166, -1.9821340533805825, -1.0763441687997148, -1.0947895119179392]), (-1.200365068181475, [-0.32343164153127374, -0.8055360450214258, -1.2389513937573913, -1.0769410145848888, -1.1851610281585423, -0.88930651608024, -1.38634890582411, -1.686473798773843, -1.4893529678807775, -1.9221473702022605])]","[2018.2182352753268, 2034.2292146763116, 1993.9398830874557, 1961.9264989019307, 2109.4290138799743]"
5,10000,25,0.9,"(1, 2)",12,,10,u_mass,10000,-1.3748943684944774,2037.9340588389523,"[(-1.2956551676543604, [-0.3050544912208139, -1.9011166290538348, -1.7661621388958395, -1.3693509306927503, -1.4023630352112344, -0.9622271424139986, -1.2418934897582137, -1.0308203892908174, -0.808119036269255, -0.9395344681698593, -1.5979716385269287, -2.2232486223487777]), (-1.273280620098711, [-1.1900524148317775, -1.3955156213441284, -0.3233979268871517, -0.7995573113961383, -1.4854785329032079, -1.096061517992612, -1.1521132780245311, -1.8278004577259244, -1.3955709114733088, -1.9764916887488249, -1.0413362980343905, -1.595991481822537]), (-1.3282816112299007, [-0.3233979268871517, -1.4160166294722512, -1.414349703353383, -1.117882748367044, -1.3171171719029118, -1.177592342891511, -0.8613141162020551, -1.6379087999013446, -1.8060707649546317, -0.8055360450214258, -2.128945357526213, -1.9332477282788856]), (-1.4007186763391113, [-1.6713290287576266, -1.4316030044476826, -1.697613561027643, -1.8097776708376803, -1.2503455722930978, -1.2231201890517693, -0.8140977698945425, -1.4326447097448873, -1.5061910545804713, -0.3233979268871517, -2.3926898591999044, -1.2558137693468783]), (-1.5765357671503037, [-1.7289807454046575, -2.040115461407053, -0.9069721209119563, -1.6104844519752832, -0.8497774404617902, -2.0029620847401644, -1.1586627519792012, -1.2932944355246947, -1.8150637244914638, -2.0829072628087255, -3.1241542348778397, -0.3050544912208139])]","[2019.3161658310837, 2028.137225303832, 2026.4011758985182, 1983.5260143551855, 2132.289712806143]"
6,10000,25,0.9,"(1, 2)",14,,10,u_mass,10000,-1.4218883628607764,2037.4968527884664,"[(-1.4601784526158037, [-1.3878621560664746, -1.2977837970089956, -1.5720651238864343, -2.1195315925882556, -1.5958204356767995, -2.0628085043621267, -0.8140977698945425, -2.006129846227999, -2.053488706350817, -1.3884439742157926, -1.2449050763012437, -0.3233979268871517, -1.2334012438014545, -1.3427621833531675]), (-1.4421287096909852, [-1.1918315225732679, -1.2568823939501332, -1.7862935990575226, -2.229310324088369, -1.2224618919631831, -1.3709073757047952, -0.3050544912208139, -1.6503948521046103, -1.7968705153347069, -1.0655647883619814, -1.3555666410215705, -1.3276139071542334, -2.8255135881171736, -0.8055360450214258]), (-1.3982993379662203, [-1.1909950538266365, -1.1914600915700904, -1.4578276569578912, -1.3940796271510452, -0.9134500354001392, -0.3235814861229556, -1.5605101864002946, -1.4844279967218152, -2.640247267974339, -1.3111924729193858, -1.7733610400382336, -1.4304977561292889, -0.8055360450214258, -2.099024015293545]), (-1.3525590946511399, [-1.73466359954705, -1.8067711030303983, -1.168241742026661, -1.2703139096428044, -0.7690371571617716, -0.353834047269716, -1.2226393278561534, -1.36254203140933, -1.2746122016407777, -0.9377684100128861, -1.859696796753346, -2.2302058341637023, -1.1777688906416761, -1.767732273959684]), (-1.4562762193797332, [-1.590369510712562, -1.4294789186893806, -0.6813293478233787, -1.4499352295864185, -1.237144179091449, -0.2167460892582435, -1.5806930350431432, -1.4620179780922018, -1.814456670614452, -2.36853464873493, -1.3747832483074554, -1.9028263548302087, -0.9914930600011571, -2.288058800531287])]","[2043.1274151874823, 2021.8302546076334, 2012.5110692158892, 1988.1535384165363, 2121.8619865147903]"
6,10000,25,0.9,"(1, 2)",16,,10,u_mass,10000,-1.4475285940277058,2034.286170987056,"[(-1.5094345803621523, [-1.881593188593993, -1.6156069065786969, -1.2173872488251503, -0.9638182587045867, -2.321173500522191, -1.2879974963520773, -1.4694251349462855, -1.5163768006582905, -0.3050544912208139, -1.9263474228406343, -2.0963237183750034, -2.449018848337243, -1.0492039418602817, -0.7564872290742424, -1.8797129975102678, -1.4154261013946825]), (-1.4070126902688724, [-1.4979705232793041, -1.234351241576064, -1.6336624269158022, -2.1229187748057425, -1.7336631427533418, -0.8392195430678877, -0.9769768441493841, -1.2609894400459762, -1.6044173355960956, -1.5216092092145004, -1.2130085207656658, -1.1002543655048382, -0.3046954706968729, -1.852633034417973, -1.7195778617228241, -1.8962553097896855]), (-1.4446236913855641, [-0.9384159630180255, -0.9983026083814691, -2.2138447958276846, -1.2158737481261086, -0.3046954706968729, -1.6970649543149992, -0.8944477991656334, -1.6125191484999926, -1.784601217315421, -1.7515554466693342, -0.8916835854327367, -1.8813925163128258, -1.6873465876070541, -1.2903956201996414, -2.8445850136425563, -1.107254586958674]), (-1.4455665448728936, [-1.2872367045709152, -1.1800120670470853, -2.1643868666879427, -1.2560150905922403, -1.4724319360522111, -0.9979265865736806, -1.2850176670122209, -0.3233979268871517, -1.4711338196064958, -1.5629310608770703, -1.2266856025801585, -1.955771134676005, -0.8055360450214258, -1.5815156733531242, -2.3122940970605956, -2.2467724393679758]), (-1.431005463249046, [-1.8871118685200658, -0.8140977698945425, -0.3050544912208139, -2.0632424402285148, -1.49581160500962, -1.9802727870538168, -1.3306654364939554, -1.312445718849301, -1.8767772594136365, -1.7192850424643356, -1.4486537023469825, -2.054391181092851, -1.4969701312222492, -1.056362061955991, -1.1150848385176255, -0.9398610777004361])]","[2043.7351188320888, 2034.9211856755755, 2038.2724203827402, 1966.7454075447504, 2087.756722500123]"
7,10000,25,0.9,"(1, 2)",9,,10,u_mass,10000,-1.2141245050139298,2021.5095908192304,"[(-1.1866007026160057, [-0.8140977698945425, -1.5224683737861044, -1.0272855395925375, -1.542719847493323, -1.1598867076658355, -1.5695491372004702, -1.3492485608325657, -0.3543685290817942, -1.3397818579968774]), (-1.2627175930785821, [-0.9970734214630909, -1.5022462565711983, -1.5332328095321894, -1.2579870023922715, -1.745235986683608, -2.0920442570132725, -0.3233979268871517, -1.1051216408952012, -0.808119036269255]), (-1.2362599976627517, [-2.0850631593563316, -1.6157871441565488, -1.043856106871318, -1.1537023944722804, -0.3543685290817942, -1.331493422783165, -1.361589828412757, -1.3663816239360267, -0.8140977698945425]), (-1.1755858478679437, [-1.6197593175083076, -1.5095310525844046, -1.5844517987153226, -0.8140977698945425, -1.4264722047801723, -1.1438935695315426, -1.07097565093837, -0.3543685290817942, -1.056722737777036]), (-1.2094583838443658, [-1.2707265818667477, -1.4756034331574992, -1.098718696928544, -0.32343164153127374, -0.858339165334907, -1.329933283514384, -1.6071533324318088, -1.2205404655359209, -1.7006788542982052])]","[2013.099546250395, 1998.852202849689, 2007.7683421444146, 1963.8973634509937, 2123.930499400659]"
7,10000,25,0.9,"(1, 2)",11,,10,u_mass,10000,-1.3771187352363663,2029.786198307041,"[(-1.244690576857485, [-2.0810976794725677, -1.0170464321157595, -0.8055360450214258, -0.39251086190433576, -1.3352625711430512, -0.2372052813788969, -1.2818001705439392, -2.1375227635412406, -1.071356728003087, -1.5834260206988455, -1.748831791609187]), (-1.4061844391437819, [-0.8140977698945425, -0.9683652215687234, -0.9662294233546131, -1.1054983690511087, -1.8066381173665038, -2.115778727316123, -0.3045131358478327, -1.8214949264065483, -1.606923428074328, -1.8914789896253628, -2.067010722075915]), (-1.4484324398989148, [-1.8698133443653022, -0.3046954706968729, -1.54092482545442, -2.526602367185396, -1.6537694544883408, -0.8140977698945425, -1.2594219593695335, -1.1147841292823026, -1.1910406758155434, -1.8717240803323412, -1.7858827620034698]), (-1.3366382835764292, [-1.7019347368543751, -0.7745977011160738, -0.3543685290817942, -1.6997789223219115, -2.1212028346932286, -1.1160795151491447, -1.6381712968678983, -1.4682740386145718, -1.3550234212487577, -1.1148105267295083, -1.3587795966634575]), (-1.44964793670522, [-1.3434916342383483, -1.7626808587953313, -1.7600501328876674, -0.8140977698945425, -1.9569113954676298, -2.465881294724813, -1.4689845974279403, -0.3233979268871517, -1.1353801881952934, -1.9368387341127602, -0.9784127711259418])]","[2034.3133718989118, 2024.376099479389, 2011.610256274842, 1974.8983419196475, 2103.732921962416]"
8,2000,25,0.9,"(1, 2)",6,,10,u_mass,2000,-1.0351765169640537,750.311512243582,"[(-1.1632173816054254, [-2.006406492291752, -0.3233979268871517, -1.639846278039942, -0.8140977698945425, -1.1439512498799613, -1.0516045726392027]), (-0.9006065060781884, [-0.3050544912208139, -1.111052272568409, -1.1157406142013, -1.0166129110036841, -0.9968395821400159, -0.858339165334907]), (-1.0898651417986434, [-1.0582845051180452, -0.3233979268871517, -0.8945531862612416, -1.139541734376972, -1.7617520671454843, -1.3616614310029658]), (-1.0680049580206512, [-0.3050544912208139, -1.2414418022377447, -1.8860748518670076, -0.8055360450214258, -1.121158734724054, -1.0487638230528604]), (-0.9541885973173597, [-0.9738745354416399, -0.3543685290817942, -1.2062881323346826, -0.9871317624938605, -1.1826141596212383, -1.020854464930943])]","[728.7255068886053, 745.2355912901969, 761.7620658653252, 742.907233843125, 772.927163330657]"
8,2000,25,0.9,"(1, 2)",8,,10,u_mass,2000,-1.1524953531662296,735.828449565586,"[(-1.1226085213194823, [-1.0393267841256693, -0.8912229817582045, -1.5984613942221297, -0.3233979268871517, -0.8140977698945425, -2.084200199850724, -1.218766524437612, -1.011394589379824]), (-1.090114585416675, [-2.034114730361255, -1.4284821862848496, -1.6949395383898826, -0.858339165334907, -1.116205370438084, -0.21639717145221013, -0.9866512600031778, -0.38578726106903266]), (-1.2530661716581486, [-1.9136249491886952, -1.0374931312295932, -0.3050544912208139, -0.9731393916337524, -0.7995573113961383, -1.8451872449275337, -1.1621642732490767, -1.9883085804195857]), (-1.2286199232863946, [-1.42289153314374, -0.8497774404617902, -1.656409548548392, -1.6597151346551486, -1.1455787449531902, -1.5712348371157165, -0.3233979268871517, -1.199954220526027]), (-1.0680675641504473, [-1.8620174987465885, -1.222884141736439, -0.8140977698945425, -1.1216149863997171, -0.9462534604324778, -1.1319113611937708, -0.305088205864936, -1.140673088935108])]","[723.8169176487035, 740.5606853208654, 734.0129237024829, 744.9122344980206, 735.8394866578574]"
8,2000,25,0.9,"(1, 2)",9,,10,u_mass,2000,-1.2230777967292656,729.344578765111,"[(-1.1953553346076355, [-0.14349406063737927, -1.7729032491484626, -1.113049226572958, -0.9738590356270117, -1.1059210954331962, -1.6139036923996597, -1.750512465658535, -1.470457416096974, -0.8140977698945425]), (-1.2831595082869374, [-0.21643164692823275, -1.8667624224865895, -1.1442233564524937, -0.8140977698945425, -1.237465349877145, -1.80874635519915, -1.2881116601235176, -1.4259074616515999, -1.746689551969166]), (-1.3040612415112662, [-2.064707464322636, -0.3050544912208139, -0.8497774404617902, -1.0653812763584836, -2.064658480957962, -1.4615358482641858, -1.9774039476452812, -1.0385929170396202, -0.9094393073306233]), (-1.208860520535505, [-1.347765454672127, -1.8290872040665564, -1.2907691819204057, -1.0956669380227293, -0.7995573113961383, -1.6394263855450848, -1.55145386493677, -0.3233979268871517, -1.0026204173725835]), (-1.1239523787049839, [-1.0662612607883826, -1.7305910543874725, -0.3233979268871517, -1.0944083282200436, -1.1283181805401614, -1.3843751559799877, -1.3199818885094392, -1.2627015680107891, -0.8055360450214258])]","[719.6818828963193, 729.3347365747204, 737.1703778571468, 726.8914885171409, 733.6444079802275]"
8,2000,25,0.9,"(1, 2)",10,,10,u_mass,2000,-1.337779510484873,731.5832535679576,"[(-1.293622298065887, [-0.32232287008556937, -1.6007088465131403, -1.1251071282419665, -1.3751124022015933, -1.3295106386890714, -0.8055360450214258, -1.6027225498854953, -2.212588358025689, -1.4467965378904644, -1.1158176041044532]), (-1.3842049504714582, [-1.2631574943087807, -0.7745977011160738, -1.0621416840265374, -1.0935193665700842, -2.030851592530748, -1.7134340257361091, -1.1049721673117348, -3.054878178899402, -1.4214583878519007, -0.3230389063632106]), (-1.3560735223191491, [-1.3178100622884803, -1.4136695814164528, -1.701264523860672, -1.1144737732272427, -0.8140977698945425, -2.2568773378278073, -0.3050544912208139, -2.2487290235583197, -1.380314525978098, -1.0084441339190622]), (-1.4860802396077015, [-1.4281899756886816, -1.1172113175750995, -1.2324280137388277, -2.3068196100280236, -1.470318772951459, -1.2053594369590692, -0.3233979268871517, -2.8977443352738326, -0.8497774404617902, -2.0295555665130824]), (-1.1689165419601693, [-1.0151096892212694, -0.8411434535856142, -1.0492269409625445, -1.323277711086548, -0.3050544912208139, -1.7907671822227889, -1.159010508484594, -1.4612294362922815, -1.3231204831470196, -1.4212255233782178])]","[722.1599406250618, 727.9266466675074, 729.088972826762, 726.9405060764469, 751.8002016440098]"
9,2000,25,0.9,"(1, 2)",9,,10,u_mass,2000,-1.2531836420353928,727.3576140936017,"[(-1.1901086141685067, [-1.493297702337564, -1.0487645834879884, -1.799704871731959, -1.0870006276677477, -1.3301825354877659, -0.8140977698945425, -1.1950632661530434, -1.6194682438687962, -0.3233979268871517]), (-1.2442086745411554, [-1.1608799781612211, -0.8140977698945425, -0.3233979268871517, -1.7226265838839818, -1.4631820678950287, -1.7904160359278705, -1.243298542184107, -1.1407464900267408, -1.5392326760097546]), (-1.3184512295792452, [-0.808119036269255, -1.160461627781381, -2.0705109299845152, -1.7006052272280072, -1.302405079881777, -1.4170128355739116, -2.041082668931977, -0.3233979268871517, -1.0424657336752314]), (-1.3080486190886336, [-1.850242228559285, -0.9969340174021574, -0.3230389063632106, -1.4899128634987626, -2.021594640533328, -0.7469384819055274, -1.1048306487122264, -1.6344475392499775, -1.6044982455732288]), (-1.2051010727994234, [-1.4516414504593194, -1.4801551442129526, -1.156048473135169, -0.3233979268871517, -1.4723794052389438, -1.2407150874208845, -1.5795790249579704, -0.9383305375894979, -1.2036626052929216])]","[713.9472793211384, 731.1989047369079, 731.3373485162829, 727.6692958570911, 732.635242036588]"
9,2000,25,0.9,"(1, 2)",12,,10,u_mass,2000,-1.3841858854045113,719.7755190385772,"[(-1.5210345345587377, [-0.7289564659842998, -1.6169660964376054, -1.1740959485819988, -1.5327907921469828, -1.7829537180789445, -1.4619422784309986, -1.0589388855522919, -1.7329795777012187, -0.3233979268871517, -2.1969131265056276, -1.616451529564379, -3.0260280688333503]), (-1.5189478698054575, [-2.308901123500909, -1.9453222726871278, -1.3880853470618508, -1.5146675900714206, -1.2726937582001645, -1.627856554644451, -0.6918068084463651, -1.2692440938635017, -2.90636349377988, -1.1310894933432343, -0.3050544912208139, -1.86628941084577]), (-1.28425792599206, [-1.6947671018205637, -1.740995728373007, -1.4690646355654997, -1.3999204245109071, -1.4674313072520668, -0.7178512807596847, -0.3233979268871517, -1.1224855125139996, -1.3040001713734342, -1.45177634392284, -1.1829257481483844, -1.5364789307771787]), (-1.3238428345304787, [-1.7442627763282088, -1.3262457583734293, -0.21621160744616527, -1.645834140645452, -2.187708851289655, -1.1296274062592315, -1.4672110869566553, -1.2014718729048461, -0.8055360450214258, -1.417584854197255, -1.410999651904162, -1.3334199630392591]), (-1.272846262135823, [-0.808119036269255, -1.870777147053411, -1.2933917145628675, -1.4767940003148607, -1.4328346451329081, -1.5893617121647243, -1.2180667669259444, -0.02324576926459685, -1.3492901484195297, -1.1364130658035856, -1.5309453297374385, -1.5449158099807558])]","[707.862968490371, 727.175715225526, 716.4680791260666, 723.6216570172132, 723.7491753337089]"
9,2000,25,0.9,"(1, 2)",14,,10,u_mass,2000,-1.4132015057872411,718.0937453645861,"[(-1.4696245165613728, [-1.4480722092439733, -1.8116855921979436, -1.750214564194905, -1.4489914427484372, -1.7875191485344035, -0.9749761237955271, -2.966670128063058, -2.360530955355969, -1.0196274847115099, -0.7985702891005401, -0.3230389063632106, -1.2713859853505167, -1.1465413792939088, -1.4669190229053242]), (-1.2447349435269695, [-1.5832184415471315, -1.243579856370228, -1.777845807432631, -1.161424769325129, -1.2077918393150735, -0.9514991804315642, -0.8082771958340994, -1.1899089924876665, -0.7960456066940375, -1.883092449745174, -1.0790050543576146, -1.9340126597728688, -0.3050544912208139, -1.5055328648435409]), (-1.43240347856305, [-1.6559059534235632, -1.5556208828534102, -0.3230389063632106, -1.1175271658623065, -1.774572057781267, -1.8937004327093538, -1.4641507736636992, -0.9490203377112258, -1.2613738860276562, -1.957769080416554, -2.2127341446018955, -0.9533738386217342, -2.135303928450686, -0.7995573113961383]), (-1.3219062478272854, [-0.7995573113961383, -0.3233979268871517, -1.0453278816114555, -1.9494876888225492, -1.534822567301515, -1.5000474103554198, -1.6271070337172218, -1.1300719271296382, -1.315446137450242, -1.0207360748437628, -2.258044410280769, -1.6221314498195984, -1.44401856902158, -0.9364910809449548]), (-1.5973383424575291, [-1.6314041166632574, -2.21994634168026, -1.8799161156281508, -0.305088205864936, -3.0291796480795408, -1.2757737811381156, -1.8128272172103983, -1.516619175993199, -0.9258927670916797, -2.164635768068362, -0.8140977698945425, -1.2216707843903556, -2.471276732911782, -1.0944083697908256])]","[711.8256819446835, 718.1666341455452, 722.9394076096922, 719.6849162794896, 717.8520868435198]"
